"transcript_id","original_text","guess_text","transcript_line_status_id"
97,"For those two months. Obviously my family and friends were all","For those two months, obviously my family and friends were all",4
97,"alerted him. Thankfully I had just","alerted, and thankfully I had just",4
97,"the right kind of support that I needed during that","the right kind of support that I needed during that",4
97,"time.","time.",4
97,"When I woke up on August fifth twenty times it","When I woke up on August fifth, 2010, it",4
97,"was like I was so confused. For","was...it was just like... I was so confused. For",4
97,"like the first week between my past memories before the","like the first week. Between my past memories before the",4
97,"accident colliding with the present","accident, colliding with the present",4
97,"circumstances.","circumstances.",4
97,"I was just confused most of the time like I think","I was just confused most of the time, and like, thankfully",4
97,"leads in many children just go with the flow. So.","it's in my nature to just go with the flow. So",4
97,"I have to add up to that and how to be and","I adapted, I adopted that mentality and",4
97,"while there is a lot of balance and being able to have","while there was a lot of ups and downs, um, I'm thankful to have",4
97,"made it this far","made it this far.",4
97,". Five years later it was.","Five years later.  ""Yeah. It's been five years.""",4
97,"Other than your family. Where else would you get that support","Other than your family, like, where else did you get that support system",4
97,".","to carry you through?",4
97,"Family and friends and I work with some","Family and friends, and I work with some",4
97,"doctors you know done through some","doctors, um. You know, doctors, some...",4
97,"the doctor has like a way of showing their","Each doctor has, like, a way of showing their",4
97,"care and","care and ...",4
97,"others.","was...",4
97,"I am very thankful that I have worked with the right halves of doctors you","I'm very thankful that I've worked with the right types of doctors 'cause even",4
97,"know the care that I read and and my","though the care varied and, and like, ",4
97,"dedication and motions and all that","dedication and, like, emotions and all that",4
97,"and really needed to be here and then a certain little girl","and did what I needed to do, and then... aside from  the mental cruelty.",4
97,"that's not just I was from a nurse's who","that's... That wasn't even from doctors. That was from lame nurses who",4
97,"just didn't know how to look like treat their patients but it","just didn't know how to, like, treat their patients, but, like, it",4
97,"was I mean","was, I mean, I don't want to get graphic but, I mean,",4
97,"you're like an infant again so I was again part of the","you're like an infant again, so I was again potty-trained",4
97,"chain and I don't have nurses","trained and I would have nurses",4
97,"like me from being in their early","like, literally make fun of me for being in my early",4
97,"twenty's brain damage am I going through","twenties, brain-damaged, and, like, and going through",4
97,"this process that was indeed painful and Roger's right. So","this process that was indeed painful in retrospect.",4
97,"much emotional","Emotionally. ""Emotionally, yeah.""",4
97,". Yeah well the should family when the","Well, the shit hit the fan when a",4
97,"nurse ended up pushing my wheelchair against a wall","nurse ended up pushing my wheelchair against the wall.",4
97,"so every ceded to say fuck you know. And she said fuck me","So I proceded to say fuck you to her. And she said, Fuck me?",4
97,"no fuck you. And she Jarryd once","No, fuck you. And she gyrated her ass in my face like a cheap porn star.",4
97,". Yes","Oh, my goodness.",4
97,"it is what it is","""Yeah."" ""I'm sorry."" ""It's, it is what it is.""",4
97,"like being able to cope and move on their","Like, being able to cope and move on, you know,",4
97,"own and I am the same Remember that was the sixty's full","and I can just, like, remember it, I mean, like, that was distasteful",4
97,"well right.","but like....",4
97,"Right any other of your peers or any of the patients also experience","Were any other of your peers or any other patients also ",4
97,"experience and some others as well actually.","experiencing  some of those, some of that harassment? ""Actually""",4
97,"Well I feel like. The membership coordinator of the Brain","Well I feel like, I'm the membership coordinator of the Brain",4
97,"Injury Association in the city so the past couple of years has","Injury Association in New York City, so the past couple of years has",4
97,"allowed me to him back to the others that I have the same brain","allowed me to connect with others that I have the same brain",4
97,"injury the only king with brain injuries is that it affects","injury. The only thing with brain injuries is that it affects",4
97,"everyone that has individually so it's a it's a very","everyone that has it individually. So it's, like, it's a very",4
97,"unique like for example my brain injury wouldn't be the same as a human brain","unique, like, for example, my brain injury wouldn't be the same as your brain",4
97,"injury from an ally. Another person with a brain injury we're","injury, God forbid. Or like another person with a brain injury. We ",4
97,"all show signs of it differently.","all show signs of it differently.",4
97,"A lot of in a city with social environments","And a lot of it has to do with social environments,",4
97,"in the home environments. So I","in the home environments, like.... So I",4
97,"end up connecting. With them","ended up connecting with, ",4
97,"with a gay male that also has a brain injury.","with a gay male that also has a brain injury.",4
97,"He's like. Ten to twenty years older than me","He's, like, ten to twenty years older than me",4
97,"and he actually ended up in that same hospital and he","and he actually ended up in that same hospital and he",4
97,"was just sick.","was just like",4
97,"You survived please tsunami. Yeah only and we","You survived place too? I'm like, yeah, dude, I'm like, and we're just",4
97,"convey our timetables and like it was a right when man left","comparing our timetables and, like, it was like right when I left,",4
97,"he answered like a few months later. Services. You seem","he entered, like, a few months later. So it was just, it was just crazy.",4
97,"but he also have like a deep disdain for his","But he also had, like, a deep disdain for his",4
97,"experiences there not only in parts of that place was the therapies","experiences there. The only perks of that place was the therapies.",4
97,"because they have the doctors","Because they have good doctors.",4
97,"the nurses I don't think their act together","Yeah. The nurses, I hope they get their act together.",4
97,"and so you mentioned that the therapy is really like","And, and so you mentioned that the therapies, you really liked those, right?",4
97,"this right are you still doing some of that. Yeah I think","Sorry, are you still doing some of that? ""Yeah, I took, I took a",4
97,"I hate is. I I don't know. Well","hiatus. I, I don't know. Well",4
97,"gosh that's kind of a long story. Well when I got out of","gosh, that's kind of a lengthy story. Well, when I got",4
97,"out of the nursing home I was","out of the nursing home I was",4
97,"only able to get my rehabilitation visa","only able to get my rehabilitation therapies",4
97,"arranged within one month and then there","arranged, like, within a couple of months, and then there",4
97,"was well dealing to doctors it was pretty cool that way","was, well, dealing to doctors was pretty cool",4
97,"and maybe Russ was right I am and go again","and, like, Russ was right. I went and go again",4
97,"as of today but anyway like I ended","as of today but anyway like I ended",4
97,"up having to deal with many institutional runs through them","up having to deal with not institutional violence through them",4
97,"but through like accessorize and different ambulance services","but through like Access-A-Ride, different ambulette services...",4
97,"any one of them missing dedicated and they were the","I mean, one of them was named Dedicated and they were the",4
97,"opposite of that. And.","opposite of that. And.",1
97,"I says right he's going to show up but I mean there is the very","Access-A-Ride just wouldn't show up, like, I mean, they just don't, they're very",4
97,"notorious for that like yeah it's an amazing resource for Newt to","notorious for that. Like, yeah, it's an amazing resource for New York City to",4
97,"have especially when you have a disability.","have, especially if you have a disability,",4
97,"But show up you know I don't know you know because we know the","but show up, you know. ""You're counting on them."" Because we've got no other",4
97,"choice but to count on them and when they just like","choice but to count on them and when they just, like,",4
97,"the moon show up on time to see if your","won't show up on time to take you to your",4
97,"therapies don't run that piece written and then it isn't them","therapies, they'll run that pace where it isn't them,",4
97,"it's you. And one of","it's you. And one of",1
97,"the therapies that I had back","the therapies that I had back",1
97,"then than I'm seeing there started again today actually","then that I'm seeing, that I started again today actually,",4
97,"occupational therapy. Well it was amazing","occupational therapy. Well it was amazing",1
97,". Beneficial in that like three strikes you're","and beneficial. It got me that, like, three strikes, you're",4
97,"out of said deal because I have a line not show up on time and","out type of deal because I would, like, not show up on time and",4
97,"they would be beyond my control especially if I was like I","it would be beyond my control, especially then. I was like, I",4
97,"would be a man lobbying and waiting for like forty five minutes to an hour just to","would be in my lobby, waiting for like forty-five minutes to an hour just to",4
97,"go to therapy and that I mean patient therapy","go to therapy and that, I mean, even though patience is a therapy in",4
97,"and that's that was a central part of the agenda","itself, that wasn't part of the agenda.",4
97,".","Yeah.",4
97,"It sounds like you become an advocate.","It sounds like, you know, from your experience you've kind of become an advocate for",4
97,"This community of people who suffer from injuries how how have","this community, people who suffer from these type of injuries. How, how have",4
97,"you brought that into me over your role as a partner","you brought that into your role as a coordinator?",4
97,"or something a little bit more about a minute for me in the","Well. ""Tell me a little bit more about your..."" Well, the coordinator part",4
97,"party a super fresh.","part is super fresh.",4
97,"Like I knew I was a sociology","Like, I was a sociology",4
97,"major And so","major and... ""Me, too."" Oh",4
97,"I have a lot of experience with social activism","And so I have a lot of experience with, like, social activism",4
97,"and advocacy and all that.","and advocacy and all that.",1
97,"And I kind of just like use this notion of the lived","And I kind of just, like, use this notion of lived",4
97,"experience as my anchor to","experience as my anchor to",1
97,"recover and regenerate from this","recover and regenerate from this",1
97,"injury and of course and have multiple","injury and of course it had multiple",4
97,"phases than a month room.","phases that I went through.",4
97,"I'm very grateful to be in a phase right I can like connect","I'm very grateful to be in a phase where I can, like, connect",4
97,"with the city with the state with the morals of a kid and","with the city, with the state, with the world if I can.",4
97,"what you know and I want to. In a lot of","But, you know, if I want to. And a lot of",4
97,"people would see that drive in me the dangers I think what I","people would see that drive in me, but they just, like, I",4
97,"mean. Well they would be supported they were not severe like","mean, well they would be supportive. They would also be, ",4
97,"like the concern that I would like to have","like, concerned that I would, like, relapse",4
97,"in way and in ways that I used to live my life before my","in ways, in ways that I used to live my life before my",4
97,"accident and I was just going oh isn't like","accident. I was just very daring. I wasn't, like,",4
97,"driving to have any painfully and then I made it to that extreme","a drug addict, thankfully, I never made it to that extreme",4
97,"but I sort of see it with a lot of a lot of addicts and a lot of","but I sort of see it with a lot of, with a lot of addicts, with a lot of",4
97,"people from different sides in the world.","people from different sides of the world.",2
97,"And well there's no question that that lifestyle that I lead","And while there's no regrets with that, the lifestyle that I led",4
97,"was a little bit of not like self","was a little bit daring, if not, like, self-",4
97,"exploitive. Over the years just being on","exploitive. I would just, I would just be on, like,",4
97,"the ice with some of my actions. But just to get loads and learn","thin ice with some of my actions. But just like I lived and learned",4
97,"through them I also chose to","through them, I also chose to",4
97,"live and learn through my veins in the city","live and learn through my experiences in the city",4
97,"afterwards.","afterward.",4
97,"So you wake up and I honestly think you know it work right","So you wake up on August 5th, you think you're late for work, right?",4
97,".","Uh-huh.",4
97,"But you know you there's something else that happened right","But, you know, you... There's something else that happened right",4
97,"after that. Right you were living this daring life. What what did you what were","after that, right? You, you were living this daring life. What, what did you, what were",4
97,"some of the biggest lesson tonight in your journey to recovery","some of the biggest lessons you learned, you know, in your journey to recovery?",4
97,".",".",1
97,"Trust I mean I","Trust. I mean, I used to",4
97,"think that I do see some signs of righteous resistance","think that... I just used to have a sense of righteous resistance",4
97,"where I would be like very in your face like get","where I would be, like, very in your face, like, get",4
97,"out of my way please and thank you to have a","out of my way, please and thank you type of",4
97,"guy and","guy um and",2
97,"I just think that I applied a sense","I just don't think that I applied a sense",4
97,"of wisdom to my actions.","of wisdom to my actions.",1
97,"So absorb a lot of people's actions","So I absorbed a lot of people's actions",4
97,"as a way to navigate my own home and it","as a way to navigate my own, and there",4
97,"was just inevitable consequences that came along with that.","was just inevitable consequences that came along with that.",1
97,"My name and my disability","My accident and my disability",4
97,"or the climactic in the sense where","were climactic, in the sense where",4
97,"not only was today was able to lay","not only was, did I, was I able to, like,",4
97,"down or sit down and might have to confront my demons like","down or sit down and, like, have to confront my demons, like,",4
97,"no escape. There is also my loved ones","no escape. There was also my loved ones",4
97,"are different. Different friends and family that were just","are different,  different friends and family that were just, like,",4
97,"like having to not only confront","having to not only confront",4
97,"my demons as a secondary presence but","my demons as, like, a secondary presence but",4
97,"also like the loss of confront","also, like, but also confront their own.",4
97,"and you know it was just a very few way","And, you know, it was just like a very two-way",4
97,"into crossing into a dependent type of","inter-crossing interdependent type of",4
97,"scenario that was running from","scenario that was occurring.",4
97,"what was a hardass. It was","What was the hardest thing about the recovery?",4
97,"the hardest thing was is","I mean, aside, it was... The hardest thing was, is",4
97,"with bands and or neglect even though I had","was feeling abandoned or neglected. Even though I had",4
97,"the right kind of support when I was in the hospital coming out and coming","the right kind of support when I was in the hospital, coming out, coming",4
97,"back into the city.","back into the city...",4
97,"Everyone that supported me in the hospital just maybe cameo appearance you know it","Everyone that supported me in the hospital just made a cameo appearance, you know, it",4
97,"was like a you know","was like, and, like, no shame in that, like, you know, I'm",4
97,"twenty I was funny I was an intern if I haven't the sort of","twenty-eight, and I was twenty-, I wasn't even twenty-five when this started",4
97,"happening so even though I have like an onion you'll Dean","happening so even though I had, like, an unyielding",4
97,"supporter. There was you know this","support, there was just this, ",4
97,"guy inevitable in the pendants that I","like, inevitable independence that, like,",4
97,"paved a path for everyone including myself","paved a path for everyone, including myself,",4
97,"that I had to recognize and you know","that I had to recognize, and you know",4
97,"before my accident I was an escape is for a shooter and","before my accident, I was an escapist, for sure, and",4
97,"I were I would escape into the company of","I would, I would escape into the company of",4
97,"others. But with this","others. But with this",1
97,"baby even though I had the support from others","disability, even though I had the support from others,",4
97,"the only love that I had to encounter and that was for","the only love that I had to encounter in the end was love for",4
97,"myself and supporting myself in my","myself and supporting myself in my",1
97,"drive to get to where I am. You","drive to, to get to where I am. ""That's beautiful.""",4
97,"know things.","Thanks.",4
97,"Are And so you know I want to actually take it back a little","And so, you know, I want to actually take it back a little",4
97,"bit and ask you about your experience growing","bit. I don't think I asked you about your experience growing",4
97,"up.","up.",1
97,"Imagine you've been here in New York but what brought you","You mentioned you've been here in New York but what brought you",4
97,"here to talk a little bit about growing up.","here. Tell me a little bit about growing up.",4
97,"I mean I lived a pretty shelter. Yeah","I, I lived a pretty sheltered yet",4
97,"some lifestyle you know my parents did their","awesome lifestyle. You know my parents did their",4
97,"best. Razan mean no complains there is","best raising me. No complaints. There was",4
97,"always a liberal. I was born with","always, like, literal... I was born with",4
97,"hereditary sensory motor and Robert Finney","hereditary sensory motor neuropathy",4
97,"but it's also meant to show Komori tooth","but... It's also known as Charcot Marie Tooth.",4
97,"and but there was no definition and saying","And, but there was no definition or diagnosis.",4
97,"This is from when I was growing up between the ages of like.","for it when I was growing up. Between the ages of, like,",4
97,"Yes I think by five","yeah, I think, five, after, like, five",4
97,"and then a lot then and then","and then eleven and then",4
97,"sixteen.","sixteen.",1
97,"I shrugs where I would just be","I had strokes, where I would just be chillin',",4
97,"money. You know my main business or family or friends and I don't like","like, you know, minding my business with family or friends and then, like,",4
97,"half my face become allies and now I know it's India and","half my face would become paralyzed. And no one would know what to do and, ",4
97,"like when I am in the city you have I was to love him. Women have been","like, when I lived in the city and, I was eleven when it happened.",4
97,"you know here I was in New York at the time and I have been in Yemen I was in the suburbs like","You were here in New York.  ""I was in New York at the time and it happened again when I was in the suburbs at, like,",4
97,"sixteen or seventeen but it had been when I was young and","sixteen or seventeen, but it happened when I was, yeah, and like",4
97,"makes its reign and I was so scared of you know","sixth grade, and it was so scary. So then, you know,",4
97,"my parents took me to get looked at the doctors","my parents took me to get looked at, but doctors only...",4
97,"they had diagnosed me with like a sense of","They had diagnosed me with, like, a symptom",4
97,"of it.","of the Hereditary, ",4
97,"Of the neuropathy and the symptom is hyper tell me which is the","of the neuropathy, and the symptom is hypotonia, which is",4
97,"decreased muscle tone. Well I","decreased muscle tone. So it would be like, Oh, that",4
97,"made sense right he's super skinny and has a hyper flexible","makes sense why he's super skinny and has, like, hyper-flexible",4
97,"wrists and is easiest fever of all","wrists and is just as clumsy as Steve Uriel.",4
97,".","Like, like that was...",4
97,"But I would certainly it was a symptom of a bigger","But, but hypotonia was a symptom of, like, a bigger",4
97,"thing and bigger thing wasn't diagnosed until","thing and that bigger thing wasn't diagnosed until",4
97,"I was twenty. Three six","I was twenty-three, six",4
97,"months before my accident I was this one scene","months before my accident. I was, I went to school at SUNY",4
97,"purchased in Westchester but I had done well I","Purchase in Westchester but I had, I",4
97,"would like more I can examine the team and so","would, like, work at a denim boutique on the weekends in SoHo,",4
97,"on and it was a cholesterol answer either of the time.","and it was a cool lifestyle to lead at the time.",4
97,"However that sense of like being on the go.","However that sense of, like, always being on the go",4
97,"Affected my coordination and my even my leg","affected my coordination and my, even my, like,",4
97,"motion.","motion.",1
97,"And same once he had changed again and losing","And so I went to get checked up, and I was,  I have this thing",4
97,"those habits only here and he's just like","called hypotonia. You ever hear of it, Doc? And he was just, like,",4
97,"that as a Moses would","That's not a diagnosis.",4
97,"I mean. Yeah well that's a symptom of the","He was, like, Yeah, well, that's like a symptom of a",4
97,"day. What you ma'am","diagnosis. It's not what you may or",4
97,"ma'am you know I have.","may not have.",4
97,"So he ended up playing doing tests on me.","So he ended up, like, doing tests on me.",4
97,"I mean emotional come every Tuesday which is when we need an answer and it's very","And he came up with Charcot Marie Tooth, which has been renamed as Hereditary",4
97,"sensory motor analogously which makes much sense. Reason why","Sensory Motor Neuropathy, which makes much sense when you say it... ""All this time""",4
97,"is it like that. Wow. But unlike","When you say it like that. And I'm, like, Wow. Wow. And, like,",4
97,"then there is the right of way which Hankin me come from. Well I","then there was the riddle of, like, oh, which parent can it come from? But, like,",4
97,"never meant pins showed signs of it. And then they did it","neither of my parents showed signs of it. And if they did, it",4
97,"was a super subtle like what it was like just like a","was, like, super subtle, like, it was, like, I'm just, like,",4
97,"timing light had straight and to me is this T.B.I.","diving, like, head straight into it, because this T.B.I.",4
97,"is definitely an icing to the cake.","is definitely an icing to the cake.",1
97,"Oh I'll have a I'll have you dealt","How, how have they, I mean, how have you dealt",4
97,"with both from a man I was supermom.","with both of these things now? ""Oh, I was bummed from that. I was super-bummed.",4
97,"I mean aside from being a misfit before my","I mean, aside from, aside from being a misfit before my",4
97,"accident you know. I just I was sort of butterfly","accident, you know, I just, even though I was a social butterfly, ",4
97,"lay out was also a hopeless romantic you know","like, I was also a hopeless romantic, so, you know,",4
97,"just being like an extroverted game","just being, like, an extroverted gay male.",4
97,". Now since I was fifteen. And having fun like you know the","since I was fifteen. And having to, like, not",4
97,"men deal with like the cues of social rejection but also like","only deal with, like, the cues of social rejection but also like, a",4
97,"Bobby lends him of rejection.","body, that type of rejection.",4
97,"It was so interesting is anyone have an answer for it and I just","It was so interesting because I didn't have an answer for it and I just",4
97,"have like likeminded friends to","have like likeminded friends who",4
97,"kind of appreciate me for me","could appreciate me for me",4
97,"and embrace versa.","and vice versa.",4
97,"But it was in ways that I mean time like you would see me run or you","But it was always that, like, any time, like, you would see me run or you would see me",4
97,"are just sitting in a corner I mean with you you know you sort of keep him from seeing","or just like, you know, coordinate myself, you would be, like, You're so cute and flimsy.",4
97,"and hearing things. Frank's shown Seeburg on","And I'd be, like, Thanks. ?Friends? of showing Steve Urkel on",4
97,"Friday nights when I was a kid","Friday nights when I was a kid.",4
97,"and there's no way in the way the way you know","That was my, like, immediate way, to, like, you know,",4
97,"ranking I said when I was there you know","recognize it. But, when I was a, you know, not",4
97,"this a visual diagnosis six months before my","this official diagnosis six months before my",4
97,"accident while studying us and them for me.","accident, while studying S&M for my thesis,",4
97,"Senior thesis and I was just like.","senior thesis, that I was just, like...",4
97,"But. It was","But... It was...",4
97,"I feel like him","I feel like, when I came",4
97,"how I was back home in like January","out, let's see, I was back home in, like, January",4
97,"twentieth. So six insaner and then","2011. So six months later, and then",4
97,".",".",1
97,"By the summertime even though I had a","by the summertime, even though I had a",4
97,"routine going like my outpatient better resume and lead","routine going, like, my outpatient therapies, even ??",4
97,"services.","services.",1
97,"I'm dealing with like and be like fools he was","Dealing with, like, ambulette cruelty",4
97,"was like a way you can call that the Sunni and I","was like a wake-up call that the city ain't this, like,",4
97,"you know love the needs of the place and like being a me that name you","you know, lovey-dovey place, and, like, being a native, I knew",4
97,"that and the heart ache","that at the heart, but, like,",4
97,"hearing only to do with the king interim augers some sly moment.","Can't you even cut a dude with a cane or a walker some slack. One time,",4
97,"Oh my gosh. Him thin but like","Oh my gosh. I'll never forget this. Sorry to be on a tangent, but, like,",4
97,"anything within two hundred eleven like that and that's when the eleven beginning in two thousand and","it happened, I think within 2011, like the end of 2011, beginning of 2012",4
97,"twelve I did see the ambulance services and have encouraged","I ditched the ambulette services and had the courage to",4
97,"certain navigating the subways on land. Yes it was they didn't call","start navigating the subways on my own. ""Ah"" Yeah, I just, like, didn't call.",4
97,"us and you know my home my mom do you like","I was, like, you know, I not gonna call them, I'm not even gonna call my mom. I'll just",4
97,"to do this so I took my cane and I just ended","do this, so I took my cane and I just ended",4
97,"up you know going out as is my full time and themselves","up, you know, going out. I was just mindful how I went down the steps",4
97,"but it was when it was easier than I thought. And one","but it was fun. It was, like, easier than I thought. And one",4
97,"time I was on thirty fourth Street and howled where","time, I was on 34th Street and Herald Square",4
97,"and I was in Russia and him you know when I was crossing","and I was in rush hour and, it was, you know, I was crossing",4
97,"the street and this stranger just like saw me and she hugged","the street and this stranger just, like, saw me and she helped",4
97,"me because she says Americans out of the cars using as some of the","me cross the street so I could dodge the cars. She was, like, some people are",4
97,"assholes like means of you know so you know","assholes. And I'm, like, Yeah, thanks for the help.  So, you know,",4
97,"having them hold was awesome and then a joke like twenty minutes a day","having that hope was awesome. And then, no joke, like twenty minutes later I'm",4
97,"on the subway and there's a","on the subway, and this guy, ",4
97,"way you know in the relay I flew less. Is just","like, you know, in a really, like, tight blue vest is just, like",4
97,"walking of the stairs and I'm going down the stairs","walking up the stairs in the rush-hour crowd, and I'm going down the stairs",4
97,"and he does push me to the side and I didn't vote down the","and he just pushed me to the side, and I didn't fall down the",4
97,"stairs thing he was like he was in the RAF and","stairs, thank God, but he was like, he was in, like, such rapid",4
97,"mostly like pushed me out of the way.","mode that he just, like, pushed me out of the way.",4
97,"And like I was this crowd","And like, I was, like, saved ?by those scenes.?  It was like crowd-",4
97,"surfing about you know.","surfing. ""Crowd-surfing."" Yeah,",4
97,"You know there is a","and, thankfully, you know, there was, like,",4
97,"caring.","you know, I mean, caring",4
97,"New Yorkers are hoping you know but I was just going just","New Yorkers that were helping me out, but I was just, like, What just happened?",4
97,"the first time it was","That was your first... ""It was my first time."" ...time?",4
97,"my first ever in the first actual time the first day","My first... It wasn't the first actual time, but it was, like, the first day",4
97,".","Of ",4
97,"Of being underground I was so well I've been","being underground and I was, like, Whoa. ""Well, I've been",4
97,"living in her for about a year and I've definitely encountered both a","living in New York for about a year now, and I've definitely encountered both the",4
97,"mass of people and just really","nastier side of people and just really",4
97,"awesome people who go out of the running out of their way to help","awesome people who will go out of their way, out of their way to help",4
97,"or even throw in these hills line.","or just even smile. There's just... ""Totally. Totally.""",4
97,"So tell me about you know pre and post","So tell me about you, pre and post",4
97,"the injury. How has it changed your experience as a","the injury. How has it changed your experience as a",1
97,"New Yorker. What do you think. How has the city kind of other than those","New Yorker? What do you think? How has the city kind of, other than those",4
97,"stories. How has it embraced or helped you.","stories, how has it embraced or helped you?",4
97,"I think they always had it in mind me chair.","I think I always had it in my nature",4
97,"It's you I just had to drive you know even","to, I just always had a drive, you know, even when I",4
97,"in the summers and I got my license I mean drive them","lived in the suburbs and I got my license, I'd be driving",4
97,"places like that. People in real life","places like that. People'd be like, Why do you have to",4
97,"you know. Yeah that's in my nature to explore","you know. ""You're exploring."" Yeah, exactly, so that's in my nature. To explore",4
97,"and.","and, in",4
97,"And you know like the ways about it or before the","New York City, like, the ways that I would explore before the",4
97,"accident compared to after that incident and","accident compared to after the accident are different.",4
97,"I I'm a meditation teacher you know","I, I'm a meditation teacher now,",4
97,"but I have undergone a meditative","but I have undergone a meditative",1
97,"lifestyle for sure. After my accident that","lifestyle for sure after my accident, that",4
97,"I flirted with before but you know I will","I flirted with before but, you know, I would",4
97,"be away on some desert. So you","be, like, some dessert to, like, you",4
97,"know the adventure cake and.","know, the adventure cake",4
97,"And New York is different in the sense","and New York... I feel like New York is different in the sense",4
97,"that like a.","that, like, a",4
97,"Lot of people as a rule","lot of people, it's like, a lot of people that aren't",4
97,"from you or an amount will be in your mind there is this","from New York are now living in New York, and, like, there's just this",4
97,"cohabitation have the meaning and there's so many sort","cohabitation happening. And there's so many social",4
97,"of once years exemplification and all that","frontiers, like gentrification and all that.",4
97,". Mine both these rains fill incense more","My experience coincides more",4
97,"with like institutional presence so I think my","with, like, institutional presence. So it's like my",4
97,"presence as a disabled person within","presence as a disabled person within",1
97,"different institutions. The first institution","different institutions. The first institution",1
97,"that I found and painfully through with","that I found and thankfully grew with,",4
97,"with their help was well the anti-violence project","with their help, was, it's called the Anti-Violence Project",4
97,"and take a few months away from here.","and they're, like, a few blocks away from here.",4
97,"And that mean with them","And that, being with them",4
97,"enabled me to exercise my voice","enabled me to exercise my voice",1
97,"beyond summoning on the speech every fresh and I think brain injury you","beyond somebody going to speech therapy for a traumatic brain injury, even though",4
97,"know that was amazing to like.","that was amazing too. Like,",4
97,"They had training in counseling.","they had trained me in hotline counseling,",4
97,"Public speaking and","public speaking, and",4
97,"they are SO HOT me unravels certain instances","they also helped me unravel certain instances",4
97,"of violence that I was exposed to before on my X. and them and they didn't","of violence that I was exposed to before on my accident that I didn't",4
97,"necessarily have much of a voice or articulate and then they did it was more","necessarily have much of a voice to articulate and if I did, it was more",4
97,"of like you know the right way to have been the you know I was it was a","of a fuck you, get out of my way type of deal, but, you know, I was able to,",4
97,"like process of these other","like, process all these, all this",4
97,"Serai a motion that","variety of emotion that",4
97,"was anger but a moment's civies","was anchored by violence, to say the least.",4
97,". Well it's true I mean mine car","What kind of violence? ""Well, I mean, my car",4
97,"accident occurs and then I was in had traces","accident, the car accident that I was in had traces",4
97,"of.","of",4
97,"Intimate partner violence I was in a","intimate partner violence. I was in a, I wasn't",4
97,"hurry and all of that car before with the person but it was","really involved, like hardcore, with the person but it was",4
97,"just the person who was taking anger","just the person was like an anchor",4
97,"towards my desire for other men. We've known each other since I was","towards my desire for other men. We've known each other since I was",1
97,"fourteen so it's in the history with that","fourteen so between the history with that",4
